Step   	Chain   	Shake   	Chi     	Rama    	Excluded	DSSP    	P_AP    	Water   	Burial  	Helix   	AMH-Go  	Frag_Mem	Vec_FM  	Membrane	SSB     	Electro.	VTotal
0 	31.712611	0.000000	9.256122	-83.780464	0.000000	-3.347175	-5.631540	-27.488475	-44.260195	-7.318529	0.000000	-309.513886	0.000000	0.000000	0.000000	0.157717	-440.213815
10 	119.041539	0.000000	9.028783	-88.213097	0.000000	-3.094101	-5.731506	-28.116794	-44.343456	-7.067340	0.000000	-242.611137	0.000000	0.000000	0.000000	0.157708	-290.949401
20 	74.474848	0.000000	21.994875	-85.963901	0.000000	-2.645405	-5.671218	-27.874670	-44.226480	-6.384924	0.000000	-221.641784	0.000000	0.000000	0.000000	0.159847	-297.778812
30 	44.503910	0.000000	14.134500	-93.114153	0.000000	-2.711363	-5.647804	-28.351117	-44.433645	-5.762684	0.000000	-217.191361	0.000000	0.000000	0.000000	0.159356	-338.414360
40 	70.772663	0.000000	13.051844	-92.601675	0.000000	-3.523254	-5.545509	-29.987215	-44.498410	-7.237664	0.000000	-212.486309	0.000000	0.000000	0.000000	0.158853	-311.896676
50 	80.006740	0.000000	7.575556	-92.675885	0.000000	-3.435458	-5.501979	-30.256886	-44.404489	-5.117688	0.000000	-203.447557	0.000000	0.000000	0.000000	0.158822	-297.098824
60 	55.332382	0.000000	12.246443	-94.134154	0.000000	-3.327871	-5.226061	-30.164680	-44.212740	-5.437016	0.000000	-215.696483	0.000000	0.000000	0.000000	0.159760	-330.460420
70 	47.099968	0.000000	9.955229	-92.036372	0.000000	-2.780667	-5.442396	-30.339622	-44.335462	-4.970380	0.000000	-214.290688	0.000000	0.000000	0.000000	0.159796	-336.980595
80 	43.284589	0.000000	19.240673	-92.426372	0.000000	-3.415554	-5.449674	-30.675384	-44.720202	-5.036658	0.000000	-215.886070	0.000000	0.000000	0.000000	0.159037	-334.925614
90 	78.829672	0.000000	15.662213	-91.387241	0.000000	-3.422309	-5.359551	-31.018249	-44.592390	-4.162411	0.000000	-222.894331	0.000000	0.000000	0.000000	0.159291	-308.185306
100 	51.640998	0.000000	7.548852	-93.243015	0.000000	-2.994051	-5.452530	-31.148806	-44.458668	-4.024331	0.000000	-222.487010	0.000000	0.000000	0.000000	0.159685	-344.458874
110 	41.135869	0.000000	10.722567	-93.907381	0.000000	-2.830865	-5.422077	-31.574772	-44.590187	-4.352638	0.000000	-222.090525	0.000000	0.000000	0.000000	0.160160	-352.749849
120 	35.257032	0.000000	7.403104	-95.042962	0.000000	-2.540456	-5.462159	-32.300402	-44.987256	-4.736698	0.000000	-230.513414	0.000000	0.000000	0.000000	0.159156	-372.764056
130 	57.652756	0.000000	7.044854	-94.932028	0.000000	-2.700025	-5.443992	-33.378343	-44.822633	-4.747194	0.000000	-227.212317	0.000000	0.000000	0.000000	0.158726	-348.380197
140 	53.151656	0.000000	4.058593	-96.077420	0.000000	-2.329605	-5.459519	-33.864323	-44.840913	-5.817780	0.000000	-236.373371	0.000000	0.000000	0.000000	0.159035	-367.393648
150 	34.299322	0.000000	4.804726	-96.002913	0.000000	-2.349289	-5.526870	-33.706397	-45.293754	-5.232155	0.000000	-227.116281	0.000000	0.000000	0.000000	0.159585	-375.964027
160 	41.589195	0.000000	7.886150	-96.591026	0.000000	-2.692934	-5.604026	-33.601513	-45.622330	-5.398827	0.000000	-241.879886	0.000000	0.000000	0.000000	0.158849	-381.756349
170 	42.351882	0.000000	8.565206	-97.385577	0.000000	-2.919467	-5.515094	-33.527689	-45.503622	-5.579511	0.000000	-244.331010	0.000000	0.000000	0.000000	0.157341	-383.687542
180 	38.168519	0.000000	7.101745	-97.980672	0.000000	-2.619871	-5.659420	-33.701969	-45.218056	-6.511488	0.000000	-247.396937	0.000000	0.000000	0.000000	0.157124	-393.661024
190 	45.857744	0.000000	4.609077	-97.301116	0.000000	-2.336063	-5.746264	-33.555613	-45.305766	-6.667408	0.000000	-245.227458	0.000000	0.000000	0.000000	0.157442	-385.515425
200 	29.006276	0.000000	5.896145	-96.076732	0.000000	-2.360517	-5.681399	-33.416569	-45.417607	-6.025770	0.000000	-242.750895	0.000000	0.000000	0.000000	0.157618	-396.669451
210 	36.022066	0.000000	7.572834	-95.460914	0.000000	-2.555393	-5.626922	-33.761124	-45.357435	-6.408585	0.000000	-245.419228	0.000000	0.000000	0.000000	0.156779	-390.837923
220 	34.653657	0.000000	6.208656	-95.471886	0.000000	-2.510605	-5.652895	-34.459026	-45.215388	-6.916630	0.000000	-252.457357	0.000000	0.000000	0.000000	0.156850	-401.664625
230 	40.389709	0.000000	8.000555	-95.227781	0.000000	-2.295442	-5.825287	-34.852557	-45.318590	-6.778027	0.000000	-251.635021	0.000000	0.000000	0.000000	0.157209	-393.385233
240 	40.401739	0.000000	7.101205	-95.927014	0.000000	-2.308577	-5.840997	-34.613405	-45.411402	-6.988388	0.000000	-257.688641	0.000000	0.000000	0.000000	0.157259	-401.118221
250 	28.969036	0.000000	6.362416	-95.556863	0.000000	-2.768097	-5.606031	-33.996299	-45.530793	-6.508178	0.000000	-253.192040	0.000000	0.000000	0.000000	0.156537	-407.670311
260 	35.652615	0.000000	6.365518	-95.772254	0.000000	-2.848450	-5.687962	-33.814889	-45.421971	-6.764393	0.000000	-258.609804	0.000000	0.000000	0.000000	0.156490	-406.745101
