Step   	Chain   	Shake   	Chi     	Rama    	Excluded	DSSP    	P_AP    	Water   	Burial  	Helix   	AMH-Go  	Frag_Mem	Vec_FM  	Membrane	SSB     	Electro.	VTotal
0 	31.712611	0.000000	9.256122	-83.780464	0.000000	-3.347175	-5.631540	-27.488475	-44.260195	-7.318529	0.000000	-309.513886	0.000000	0.000000	0.000000	0.654525	-439.717007
100 	52.651079	0.000000	8.072668	-88.287528	0.000000	-2.964905	-5.491469	-31.927626	-45.367714	-4.126944	0.000000	-214.126739	0.000000	0.000000	0.000000	-1.784862	-333.354040
200 	31.809429	0.000000	8.296914	-95.901867	0.000000	-1.602495	-5.304300	-32.538310	-45.205890	-6.003711	0.000000	-232.209115	0.000000	0.000000	0.000000	-1.613600	-380.272944
300 	36.016339	0.000000	11.786495	-96.207105	0.000000	-2.279212	-5.538310	-33.318063	-45.238704	-5.763234	0.000000	-238.135578	0.000000	0.000000	0.000000	-1.423278	-380.100651
400 	40.203614	0.000000	6.994174	-96.862329	0.000000	-2.142884	-5.497088	-33.076855	-44.222123	-4.421857	0.000000	-226.026738	0.000000	0.000000	0.000000	-2.081182	-367.133267
500 	54.488122	0.000000	8.280200	-96.554832	0.000000	-1.554022	-5.183231	-33.738650	-45.440761	-6.509679	0.000000	-230.093884	0.000000	0.000000	0.000000	-2.127880	-358.434617
600 	41.046251	0.000000	4.832720	-98.625868	0.000000	-1.376991	-5.466106	-32.055040	-45.322931	-6.291604	0.000000	-226.384700	0.000000	0.000000	0.000000	-2.116810	-371.761079
700 	52.467320	0.000000	8.135690	-95.257896	0.000000	-1.866609	-5.438095	-31.132062	-45.377738	-6.432489	0.000000	-234.255161	0.000000	0.000000	0.000000	-1.540429	-360.697469
800 	50.675558	0.000000	8.496138	-97.932850	0.000000	-0.972800	-5.557817	-31.911771	-44.844660	-5.868480	0.000000	-236.467994	0.000000	0.000000	0.000000	-1.331786	-365.716463
900 	41.617198	0.000000	9.173484	-100.198837	0.000000	-0.819815	-5.413142	-31.172483	-45.133487	-6.105045	0.000000	-228.483978	0.000000	0.000000	0.000000	-2.264644	-368.800748
1000 	44.446943	0.000000	8.660173	-96.177609	0.000000	-1.091717	-5.729356	-30.582633	-45.079114	-6.639614	0.000000	-226.067564	0.000000	0.000000	0.000000	-2.076687	-360.337178
1100 	40.567615	0.000000	9.904086	-95.241763	0.000000	-0.931835	-5.801837	-30.488742	-44.977149	-6.163052	0.000000	-223.969041	0.000000	0.000000	0.000000	-1.909314	-359.011032
1200 	48.796888	0.000000	9.680273	-94.086352	0.000000	-1.112726	-5.596691	-32.647725	-45.101549	-6.396798	0.000000	-222.624008	0.000000	0.000000	0.000000	-1.932336	-351.021025
1300 	43.671870	0.000000	11.849509	-93.980245	0.000000	-0.924554	-5.278209	-33.657401	-44.802779	-6.464012	0.000000	-227.474467	0.000000	0.000000	0.000000	-1.351344	-358.411631
1400 	44.195831	0.000000	11.602103	-98.948660	0.000000	-1.512802	-5.321617	-33.627302	-45.219779	-6.334798	0.000000	-215.467605	0.000000	0.000000	0.000000	-1.870253	-352.504880
1500 	48.105243	0.000000	7.836023	-94.746517	0.000000	-1.855014	-5.945543	-33.779207	-44.808090	-4.903832	0.000000	-218.438528	0.000000	0.000000	0.000000	-1.245034	-349.780499
1600 	46.151419	0.000000	9.842253	-95.315027	0.000000	-2.102236	-5.415146	-32.739214	-44.622904	-5.301769	0.000000	-229.269253	0.000000	0.000000	0.000000	-1.533538	-360.305414
1700 	46.036815	0.000000	8.259496	-97.203030	0.000000	-2.205140	-5.460567	-34.825050	-45.425082	-5.961729	0.000000	-215.003722	0.000000	0.000000	0.000000	-1.880757	-353.668764
1800 	45.121175	0.000000	13.632238	-96.638575	0.000000	-1.950167	-5.620202	-32.478015	-45.464041	-5.950036	0.000000	-208.177049	0.000000	0.000000	0.000000	-1.307694	-338.832365
1900 	50.778368	0.000000	9.420414	-95.947124	0.000000	-1.900916	-5.660797	-30.276250	-44.888936	-6.346779	0.000000	-212.754031	0.000000	0.000000	0.000000	-1.235751	-338.811802
2000 	43.345989	0.000000	14.192228	-95.390604	0.000000	-1.235707	-5.850899	-32.461384	-44.864585	-5.786823	0.000000	-203.707457	0.000000	0.000000	0.000000	-1.480405	-333.239648
