Step   	Chain   	Shake   	Chi     	Rama    	Excluded	DSSP    	P_AP    	Water   	Burial  	Helix   	AMH-Go  	Frag_Mem	Vec_FM  	Membrane	SSB     	Electro.	VTotal
0 	31.712611	0.000000	9.256122	-83.780464	0.000000	-3.347175	-5.631540	-27.488475	-44.260195	-7.318529	0.000000	-309.513886	0.000000	0.000000	0.000000	1.577168	-438.794364
10 	118.754997	0.000000	11.130622	-88.737501	0.000000	-2.821061	-5.656962	-27.849600	-44.510436	-6.898861	0.000000	-242.812591	0.000000	0.000000	0.000000	1.573790	-287.827603
20 	80.040761	0.000000	20.025485	-87.709129	0.000000	-2.072824	-5.287377	-28.081103	-44.620206	-6.318659	0.000000	-223.010139	0.000000	0.000000	0.000000	1.590506	-295.442685
30 	45.059475	0.000000	12.547421	-92.893171	0.000000	-2.162792	-5.515223	-28.815997	-44.823679	-5.625366	0.000000	-221.183121	0.000000	0.000000	0.000000	1.584767	-341.827687
40 	72.731435	0.000000	10.533422	-92.046022	0.000000	-2.939608	-5.287681	-30.411865	-44.808886	-7.369687	0.000000	-220.174840	0.000000	0.000000	0.000000	1.580784	-318.192948
50 	77.585511	0.000000	10.157922	-91.299717	0.000000	-3.032012	-5.470344	-30.825654	-44.423327	-4.912307	0.000000	-210.661781	0.000000	0.000000	0.000000	1.579997	-301.301712
60 	56.454123	0.000000	13.402399	-93.085883	0.000000	-2.916062	-5.110281	-30.830347	-44.227316	-5.011309	0.000000	-220.549326	0.000000	0.000000	0.000000	1.592039	-330.281962
70 	51.886110	0.000000	9.350970	-91.294234	0.000000	-2.418474	-5.630128	-31.394923	-44.521069	-4.427233	0.000000	-216.466186	0.000000	0.000000	0.000000	1.598266	-333.316902
80 	44.833155	0.000000	21.112905	-91.350614	0.000000	-3.011608	-5.495983	-31.994009	-45.102289	-4.205849	0.000000	-224.594275	0.000000	0.000000	0.000000	1.593310	-338.215256
90 	82.467009	0.000000	13.679138	-90.674696	0.000000	-3.102289	-5.488328	-32.239519	-45.006675	-3.813792	0.000000	-228.933525	0.000000	0.000000	0.000000	1.597364	-311.515311
100 	48.320095	0.000000	6.838081	-91.747689	0.000000	-2.684915	-5.669209	-31.983750	-45.017771	-4.118637	0.000000	-226.460161	0.000000	0.000000	0.000000	1.602105	-350.921851
110 	48.799685	0.000000	9.288023	-92.210077	0.000000	-2.476751	-5.615120	-31.769204	-44.776951	-4.539453	0.000000	-228.018660	0.000000	0.000000	0.000000	1.606341	-349.712166
120 	43.227591	0.000000	9.523776	-93.853634	0.000000	-2.229006	-5.595796	-31.787194	-44.634743	-4.845861	0.000000	-228.445811	0.000000	0.000000	0.000000	1.595099	-357.045578
130 	52.941362	0.000000	6.482299	-94.853414	0.000000	-2.314680	-5.540253	-32.338769	-44.638574	-5.103840	0.000000	-221.582427	0.000000	0.000000	0.000000	1.587677	-345.360618
140 	52.318579	0.000000	4.873080	-96.634421	0.000000	-2.041802	-5.695909	-33.102374	-44.823802	-5.937521	0.000000	-232.152388	0.000000	0.000000	0.000000	1.589940	-361.606617
150 	34.554382	0.000000	5.739166	-96.567509	0.000000	-1.917743	-5.736238	-32.922879	-44.825895	-5.078489	0.000000	-233.113451	0.000000	0.000000	0.000000	1.595958	-378.272699
160 	38.133669	0.000000	8.200289	-98.067644	0.000000	-2.525461	-5.785144	-33.033739	-45.032072	-5.310160	0.000000	-239.923027	0.000000	0.000000	0.000000	1.590546	-381.752743
170 	35.374360	0.000000	8.106059	-100.485780	0.000000	-2.815098	-5.624302	-33.128058	-45.252704	-5.255932	0.000000	-244.389237	0.000000	0.000000	0.000000	1.573627	-391.897064
180 	42.408159	0.000000	9.127961	-101.409015	0.000000	-2.707160	-5.671917	-33.224180	-45.296020	-5.770522	0.000000	-247.529591	0.000000	0.000000	0.000000	1.566681	-388.505605
190 	49.426090	0.000000	6.756811	-101.022845	0.000000	-2.290434	-5.886053	-33.032920	-45.451625	-6.193614	0.000000	-251.929247	0.000000	0.000000	0.000000	1.572658	-388.051180
200 	31.721853	0.000000	5.545244	-99.918263	0.000000	-2.458481	-5.892084	-32.544665	-45.639335	-5.991739	0.000000	-247.396776	0.000000	0.000000	0.000000	1.577807	-400.996439
210 	39.831498	0.000000	7.638550	-99.017598	0.000000	-2.784059	-5.840530	-32.516895	-45.690161	-6.561731	0.000000	-252.379669	0.000000	0.000000	0.000000	1.567992	-395.752603
220 	43.304912	0.000000	6.176969	-98.845536	0.000000	-2.454401	-5.741570	-33.146731	-45.714054	-7.157880	0.000000	-257.012900	0.000000	0.000000	0.000000	1.561865	-399.029325
230 	39.724834	0.000000	9.569857	-98.211159	0.000000	-2.089134	-5.680244	-33.788947	-45.713242	-7.024384	0.000000	-252.126590	0.000000	0.000000	0.000000	1.566948	-393.772061
240 	40.276924	0.000000	10.328291	-98.453625	0.000000	-2.170523	-5.562746	-33.851632	-45.494223	-6.764164	0.000000	-258.871240	0.000000	0.000000	0.000000	1.571544	-398.991395
250 	33.562853	0.000000	6.971053	-98.496339	0.000000	-2.733804	-5.507663	-33.525688	-45.187629	-5.809663	0.000000	-253.795802	0.000000	0.000000	0.000000	1.561855	-402.960827
260 	35.807125	0.000000	6.994445	-99.234682	0.000000	-2.786728	-5.558236	-33.542437	-44.916784	-6.283845	0.000000	-257.411756	0.000000	0.000000	0.000000	1.551838	-405.381060
270 	36.480528	0.000000	6.773501	-99.961490	0.000000	-2.602976	-5.515675	-34.221996	-44.938863	-7.037649	0.000000	-255.028768	0.000000	0.000000	0.000000	1.552999	-404.500390
280 	35.089460	0.000000	5.418522	-99.792923	0.000000	-2.436179	-5.401316	-34.405053	-45.139898	-6.729866	0.000000	-252.119701	0.000000	0.000000	0.000000	1.561584	-403.955371
290 	36.534630	0.000000	6.415220	-100.587331	0.000000	-2.252089	-5.251336	-34.504006	-45.277883	-6.620695	0.000000	-248.905315	0.000000	0.000000	0.000000	1.562501	-398.886304
