4.536108 0.654345 -2.930435 
4.536047 0.654161 -2.930188 
4.535923 0.653984 -2.929987 
4.535912 0.653835 -2.929902 
4.536220 0.653741 -2.930021 
4.537069 0.653728 -2.930435 
4.538672 0.653826 -2.931227 
4.541206 0.654059 -2.932464 
4.544795 0.654446 -2.934185 
4.549497 0.654996 -2.936398 
4.555293 0.655712 -2.939079 
4.562085 0.656583 -2.942164 
4.569702 0.657592 -2.945564 
4.577905 0.658711 -2.949161 
4.586400 0.659905 -2.952821 
4.594862 0.661132 -2.956403 
4.602952 0.662350 -2.959774 
4.610346 0.663515 -2.962817 
4.616753 0.664588 -2.965443 
4.621939 0.665539 -2.967594 
4.625735 0.666345 -2.969243 
4.628044 0.666994 -2.970392 
4.628845 0.667483 -2.971071 
4.628189 0.667822 -2.971324 
4.626190 0.668026 -2.971211 
4.623014 0.668119 -2.970796 
4.618873 0.668129 -2.970148 
4.614004 0.668087 -2.969337 
4.608654 0.668022 -2.968427 
4.603066 0.667961 -2.967478 
4.597463 0.667928 -2.966537 
4.592034 0.667941 -2.965638 
4.586925 0.668013 -2.964801 
4.582234 0.668149 -2.964027 
4.578012 0.668347 -2.963303 
4.574260 0.668601 -2.962601 
4.570941 0.668897 -2.961881 
4.567985 0.669220 -2.961099 
4.565305 0.669552 -2.960213 
4.562804 0.669877 -2.959182 
4.560395 0.670178 -2.957982 
4.558008 0.670444 -2.956599 
4.555600 0.670670 -2.955037 
4.553162 0.670853 -2.953316 
4.550721 0.670998 -2.951467 
4.548336 0.671113 -2.949533 
4.546097 0.671210 -2.947558 
4.544114 0.671303 -2.945590 
4.542507 0.671408 -2.943672 
4.541397 0.671540 -2.941841 
4.540893 0.671712 -2.940128 
4.541085 0.671935 -2.938552 
4.542033 0.672217 -2.937121 
4.543762 0.672563 -2.935835 
4.546259 0.672970 -2.934681 
4.549467 0.673435 -2.933635 
4.553290 0.673947 -2.932664 
4.557599 0.674491 -2.931730 
4.562233 0.675048 -2.930786 
4.567015 0.675597 -2.929785 
4.571761 0.676114 -2.928684 
4.576291 0.676576 -2.927435 
4.580445 0.676959 -2.926004 
4.584090 0.677245 -2.924367 
4.587134 0.677420 -2.922513 
4.589523 0.677474 -2.920449 
4.591249 0.677406 -2.918195 
4.592345 0.677219 -2.915784 
4.592875 0.676923 -2.913257 
4.592930 0.676530 -2.910661 
4.592614 0.676058 -2.908048 
4.592037 0.675527 -2.905466 
4.591302 0.674956 -2.902962 
4.590499 0.674366 -2.900575 
4.589697 0.673776 -2.898338 
4.588941 0.673203 -2.896272 
4.588250 0.672663 -2.894392 
4.587611 0.672165 -2.892696 
4.586988 0.671720 -2.891173 
4.586321 0.671329 -2.889800 
4.585534 0.670994 -2.888546 
4.584540 0.670710 -2.887369 
4.583252 0.670469 -2.886219 
4.581588 0.670259 -2.885042 
4.579482 0.670070 -2.883791 
4.576893 0.669889 -2.882428 
4.573808 0.669709 -2.880926 
4.570246 0.669522 -2.879277 
4.566265 0.669325 -2.877487 
4.561953 0.669117 -2.875583 
4.557429 0.668903 -2.873603 
4.552833 0.668688 -2.871598 
4.548318 0.668482 -2.869625 
4.544037 0.668293 -2.867743 
4.540137 0.668133 -2.866008 
4.536746 0.668009 -2.864472 
4.533962 0.667929 -2.863176 
4.531853 0.667901 -2.862151 
4.530447 0.667927 -2.861413 
4.529732 0.668006 -2.860967 
4.529657 0.668135 -2.860802 
4.530136 0.668307 -2.860893 
4.531053 0.668509 -2.861204 
4.532269 0.668728 -2.861689 
4.533631 0.668947 -2.862294 
4.534983 0.669148 -2.862961 
4.536176 0.669312 -2.863632 
4.537075 0.669422 -2.864253 
4.537572 0.669462 -2.864775 
4.537590 0.669420 -2.865161 
4.537088 0.669287 -2.865385 
4.536063 0.669062 -2.865431 
4.534548 0.668743 -2.865301 
4.532609 0.668338 -2.865004 
4.530336 0.667856 -2.864561 
4.527841 0.667309 -2.864000 
4.525242 0.666712 -2.863355 
4.522662 0.666083 -2.862663 
4.520212 0.665440 -2.861959 
4.517993 0.664800 -2.861280 
4.516083 0.664178 -2.860659 
4.514535 0.663590 -2.860123 
4.513378 0.663047 -2.859693 
4.512610 0.662558 -2.859383 
4.512209 0.662130 -2.859201 
4.512125 0.661767 -2.859145 
4.512294 0.661469 -2.859207 
4.512634 0.661236 -2.859371 
4.513058 0.661066 -2.859616 
4.513474 0.660956 -2.859916 
4.513796 0.660902 -2.860242 
4.513946 0.660900 -2.860566 
4.513863 0.660948 -2.860860 
4.513505 0.661042 -2.861104 
4.512854 0.661180 -2.861282 
4.511913 0.661361 -2.861386 
