Step   	Chain   	Shake   	Chi     	Rama    	Excluded	DSSP    	P_AP    	Water   	Burial  	Helix   	AMH-Go  	Frag_Mem	Vec_FM  	Membrane	SSB     	Electro.	VTotal
0 	31.712611	0.000000	9.256122	-83.780464	0.000000	-3.347175	-5.631540	-27.488475	-44.260195	-7.318529	0.000000	-309.513886	0.000000	0.000000	0.000000	0.394292	-439.977240
10 	118.446365	0.000000	9.173787	-87.895798	0.000000	-2.754677	-5.739290	-27.007857	-44.484975	-6.831154	0.000000	-244.664127	0.000000	0.000000	0.000000	0.391789	-291.365937
20 	69.347643	0.000000	16.364129	-85.500945	0.000000	-1.842787	-5.444561	-26.526897	-44.798267	-6.996444	0.000000	-230.715112	0.000000	0.000000	0.000000	0.396642	-315.716599
30 	40.693336	0.000000	9.169124	-90.159046	0.000000	-1.833905	-5.651430	-27.735123	-45.004640	-6.223199	0.000000	-223.581311	0.000000	0.000000	0.000000	0.396284	-349.929909
40 	72.374099	0.000000	9.151510	-89.829173	0.000000	-2.835096	-5.558279	-29.442766	-44.795093	-7.807868	0.000000	-223.649399	0.000000	0.000000	0.000000	0.395167	-321.996899
50 	80.381342	0.000000	9.326345	-89.426844	0.000000	-2.730815	-5.552868	-29.826991	-44.608001	-5.331650	0.000000	-212.072009	0.000000	0.000000	0.000000	0.395145	-299.446346
60 	52.443343	0.000000	12.234736	-91.375976	0.000000	-2.258343	-5.222647	-29.924019	-44.216353	-5.682247	0.000000	-219.390944	0.000000	0.000000	0.000000	0.398614	-332.993835
70 	46.511389	0.000000	9.486004	-89.145360	0.000000	-1.918887	-5.369096	-30.376601	-44.271355	-4.945746	0.000000	-217.518410	0.000000	0.000000	0.000000	0.400419	-337.147643
80 	41.217502	0.000000	18.000949	-88.634532	0.000000	-2.548895	-5.272818	-31.003659	-44.708666	-4.633106	0.000000	-217.381537	0.000000	0.000000	0.000000	0.399159	-334.565604
90 	87.854279	0.000000	13.436190	-87.869268	0.000000	-2.816012	-5.260472	-31.265720	-44.617155	-4.404706	0.000000	-224.404305	0.000000	0.000000	0.000000	0.398746	-298.948423
100 	51.447180	0.000000	6.056178	-89.665552	0.000000	-2.359819	-5.237548	-31.010134	-44.551807	-4.613522	0.000000	-225.717985	0.000000	0.000000	0.000000	0.398781	-345.254229
110 	47.570159	0.000000	9.759013	-90.485624	0.000000	-2.765159	-5.362749	-30.759593	-44.277763	-4.740026	0.000000	-224.042819	0.000000	0.000000	0.000000	0.399510	-344.705052
120 	36.594345	0.000000	7.942396	-92.369151	0.000000	-2.574323	-5.260218	-31.270488	-44.236706	-4.973868	0.000000	-231.700398	0.000000	0.000000	0.000000	0.396330	-367.452082
130 	49.285954	0.000000	6.020496	-93.474903	0.000000	-2.544798	-5.475219	-32.279000	-44.194037	-5.060390	0.000000	-227.919692	0.000000	0.000000	0.000000	0.393963	-355.247627
140 	50.046047	0.000000	5.180035	-95.252755	0.000000	-2.124890	-5.505760	-32.593588	-44.424639	-5.939555	0.000000	-240.874946	0.000000	0.000000	0.000000	0.393406	-371.096646
150 	33.689955	0.000000	5.451335	-94.906860	0.000000	-2.054240	-5.592346	-32.048546	-44.957843	-4.863980	0.000000	-235.106999	0.000000	0.000000	0.000000	0.394153	-379.995372
160 	42.832612	0.000000	6.272479	-96.585081	0.000000	-2.424430	-5.542772	-31.720011	-45.347687	-5.075401	0.000000	-244.035795	0.000000	0.000000	0.000000	0.392552	-381.233534
170 	38.756633	0.000000	6.437850	-98.458689	0.000000	-2.723224	-5.508596	-31.809972	-45.586886	-5.492600	0.000000	-249.949810	0.000000	0.000000	0.000000	0.389637	-393.945657
180 	37.475112	0.000000	7.796518	-98.574753	0.000000	-2.521492	-5.560544	-32.146706	-45.498903	-6.211564	0.000000	-254.320645	0.000000	0.000000	0.000000	0.389706	-399.173272
190 	40.046749	0.000000	7.720253	-97.842319	0.000000	-2.147168	-5.652758	-31.944843	-45.449014	-6.775074	0.000000	-249.701987	0.000000	0.000000	0.000000	0.391554	-391.354606
200 	27.946580	0.000000	7.829343	-96.798316	0.000000	-2.140365	-5.637062	-31.708050	-45.511399	-6.418548	0.000000	-245.876488	0.000000	0.000000	0.000000	0.392524	-397.921781
210 	39.649172	0.000000	6.917211	-96.061796	0.000000	-2.246053	-5.614454	-32.241789	-45.604495	-6.673572	0.000000	-250.030436	0.000000	0.000000	0.000000	0.390098	-391.516114
220 	37.010934	0.000000	5.971744	-95.889212	0.000000	-2.197889	-5.646534	-32.914534	-45.565790	-6.990802	0.000000	-256.875714	0.000000	0.000000	0.000000	0.388837	-402.708960
230 	36.799968	0.000000	7.332436	-95.332004	0.000000	-1.833771	-5.726474	-33.354949	-45.317526	-6.572524	0.000000	-254.636115	0.000000	0.000000	0.000000	0.388542	-398.252416
240 	39.037209	0.000000	6.033820	-96.016888	0.000000	-1.935809	-5.697501	-33.279377	-45.014121	-6.348951	0.000000	-259.512467	0.000000	0.000000	0.000000	0.388465	-402.345619
250 	29.171009	0.000000	6.846319	-96.032412	0.000000	-2.210475	-5.586680	-32.797612	-45.054429	-5.683967	0.000000	-253.088653	0.000000	0.000000	0.000000	0.386286	-404.050614
260 	34.229746	0.000000	6.005815	-96.341137	0.000000	-2.521159	-5.607496	-32.652694	-44.995785	-5.969055	0.000000	-258.502458	0.000000	0.000000	0.000000	0.384234	-405.969990
270 	29.611185	0.000000	7.091556	-97.193643	0.000000	-2.629615	-5.543720	-32.682553	-45.035763	-6.959553	0.000000	-258.343470	0.000000	0.000000	0.000000	0.383877	-411.301700
280 	30.132995	0.000000	6.592573	-96.365444	0.000000	-2.313240	-5.459716	-32.591224	-44.991438	-6.959859	0.000000	-254.779388	0.000000	0.000000	0.000000	0.384979	-406.349763
290 	27.111068	0.000000	8.727686	-96.533182	0.000000	-2.091570	-5.318515	-32.545264	-44.874814	-6.747836	0.000000	-249.867211	0.000000	0.000000	0.000000	0.384762	-401.754875
300 	29.125711	0.000000	6.783980	-96.694308	0.000000	-2.156876	-5.393475	-32.581757	-44.887404	-6.038380	0.000000	-249.446629	0.000000	0.000000	0.000000	0.383788	-400.905350
310 	37.493341	0.000000	7.353805	-97.701093	0.000000	-2.179267	-5.189451	-33.283429	-44.817888	-5.881311	0.000000	-247.965676	0.000000	0.000000	0.000000	0.385042	-391.785926
320 	40.072107	0.000000	4.452934	-97.198411	0.000000	-2.197925	-5.305212	-33.523584	-44.984623	-5.539890	0.000000	-250.343434	0.000000	0.000000	0.000000	0.388421	-394.179616
330 	35.030402	0.000000	5.786013	-97.112397	0.000000	-2.531886	-5.407224	-33.502900	-45.104686	-4.676102	0.000000	-249.216997	0.000000	0.000000	0.000000	0.391956	-396.343821
340 	33.380347	0.000000	6.152496	-97.331356	0.000000	-2.378463	-5.529798	-32.891785	-45.221580	-4.574902	0.000000	-249.466292	0.000000	0.000000	0.000000	0.391897	-397.469436
350 	26.558209	0.000000	5.360846	-98.647396	0.000000	-2.801529	-5.506515	-33.407806	-45.473142	-5.008474	0.000000	-247.444174	0.000000	0.000000	0.000000	0.392203	-405.977777
360 	37.251872	0.000000	5.475139	-98.355609	0.000000	-2.734614	-5.523240	-34.039117	-45.632766	-5.497443	0.000000	-245.733381	0.000000	0.000000	0.000000	0.393875	-394.395282
370 	36.846938	0.000000	7.252061	-97.713277	0.000000	-2.634683	-5.593167	-34.365001	-45.613270	-6.102971	0.000000	-242.709553	0.000000	0.000000	0.000000	0.395813	-390.237110
380 	34.544137	0.000000	6.229542	-97.925158	0.000000	-2.195545	-5.559257	-34.514402	-45.482896	-5.747315	0.000000	-238.657326	0.000000	0.000000	0.000000	0.394264	-388.913956
390 	35.067543	0.000000	7.746638	-97.760619	0.000000	-2.113427	-5.595301	-34.585927	-45.311474	-5.755775	0.000000	-237.420110	0.000000	0.000000	0.000000	0.391489	-385.336964
400 	34.366194	0.000000	6.552965	-96.918851	0.000000	-2.410615	-5.674590	-34.757871	-45.328542	-5.338980	0.000000	-245.610536	0.000000	0.000000	0.000000	0.391527	-394.729299
410 	45.503873	0.000000	6.759977	-96.016978	0.000000	-2.239418	-5.752797	-34.876882	-45.333500	-5.460596	0.000000	-246.170076	0.000000	0.000000	0.000000	0.391234	-383.195163
420 	43.196147	0.000000	6.354685	-94.765911	0.000000	-2.047349	-5.633599	-35.001639	-45.267330	-5.665843	0.000000	-244.375120	0.000000	0.000000	0.000000	0.388428	-382.817531
430 	40.039667	0.000000	8.683593	-93.767378	0.000000	-2.233177	-5.615193	-34.393251	-45.381039	-5.531767	0.000000	-245.998965	0.000000	0.000000	0.000000	0.383807	-383.813703
440 	38.522042	0.000000	6.547473	-93.137169	0.000000	-2.453463	-5.684551	-34.389646	-45.430357	-5.739070	0.000000	-245.300426	0.000000	0.000000	0.000000	0.384720	-386.680447
450 	45.410023	0.000000	5.335167	-92.328484	0.000000	-1.892324	-5.677767	-34.955070	-45.479151	-6.641147	0.000000	-245.098714	0.000000	0.000000	0.000000	0.387607	-380.939860
460 	51.950935	0.000000	7.028814	-92.415013	0.000000	-1.891338	-5.596368	-35.426240	-45.394761	-7.125282	0.000000	-238.741863	0.000000	0.000000	0.000000	0.388932	-367.222183
470 	40.114154	0.000000	6.566613	-91.660582	0.000000	-1.793573	-5.520082	-35.616193	-45.230964	-7.241686	0.000000	-239.539757	0.000000	0.000000	0.000000	0.387012	-379.535058
480 	34.846375	0.000000	10.204113	-92.794778	0.000000	-1.778994	-5.448126	-35.587401	-45.006431	-6.484062	0.000000	-241.222212	0.000000	0.000000	0.000000	0.386192	-382.885325
