Step   	Chain   	Shake   	Chi     	Rama    	Excluded	DSSP    	P_AP    	Water   	Burial  	Helix   	AMH-Go  	Frag_Mem	Vec_FM  	Membrane	SSB     	Electro.	VTotal
0 	31.712611	0.000000	9.256122	-83.780464	0.000000	-3.347175	-5.631540	-27.488475	-44.260195	-7.318529	0.000000	-309.513886	0.000000	0.000000	0.000000	1.104018	-439.267514
10 	117.364708	0.000000	10.591810	-88.174394	0.000000	-2.869280	-5.771220	-27.716007	-44.349121	-6.765899	0.000000	-246.210309	0.000000	0.000000	0.000000	1.113458	-292.786254
20 	74.063754	0.000000	11.719512	-87.262267	0.000000	-2.272973	-5.374983	-27.462567	-44.202265	-6.500262	0.000000	-229.647806	0.000000	0.000000	0.000000	1.130970	-315.808889
30 	43.844693	0.000000	7.949479	-91.810168	0.000000	-2.433107	-5.742759	-27.998766	-44.571222	-5.971133	0.000000	-218.304354	0.000000	0.000000	0.000000	1.128891	-343.908446
40 	70.763956	0.000000	8.427417	-91.130896	0.000000	-3.205595	-5.610290	-28.907366	-44.795914	-7.333783	0.000000	-217.860952	0.000000	0.000000	0.000000	1.126338	-318.527085
50 	80.364044	0.000000	10.582608	-89.094807	0.000000	-3.120072	-5.698916	-30.059466	-44.478682	-4.781109	0.000000	-202.993269	0.000000	0.000000	0.000000	1.126227	-288.153441
60 	52.892525	0.000000	13.696883	-91.851142	0.000000	-2.495651	-5.260982	-30.916035	-44.378063	-4.949963	0.000000	-216.923701	0.000000	0.000000	0.000000	1.131471	-329.054657
70 	49.789233	0.000000	6.408677	-89.208587	0.000000	-2.051738	-5.503948	-31.355248	-44.608464	-4.539053	0.000000	-213.203215	0.000000	0.000000	0.000000	1.130621	-333.141721
80 	47.417021	0.000000	18.414937	-89.410287	0.000000	-2.778938	-5.352762	-31.594053	-44.817076	-4.277351	0.000000	-219.402929	0.000000	0.000000	0.000000	1.122718	-330.678721
90 	81.109978	0.000000	12.780621	-89.704060	0.000000	-3.135678	-5.330404	-31.483975	-44.681689	-4.133254	0.000000	-226.309867	0.000000	0.000000	0.000000	1.120577	-309.767750
100 	51.028854	0.000000	7.097701	-91.283376	0.000000	-2.932841	-5.443439	-31.214414	-44.574335	-4.213927	0.000000	-224.699568	0.000000	0.000000	0.000000	1.122598	-345.112746
110 	52.367880	0.000000	7.204872	-92.954839	0.000000	-2.916884	-5.419658	-30.846168	-44.357455	-4.477112	0.000000	-224.702773	0.000000	0.000000	0.000000	1.124663	-344.977474
120 	38.592298	0.000000	7.649969	-93.955348	0.000000	-2.454284	-5.461915	-30.717599	-44.528555	-4.957902	0.000000	-229.579491	0.000000	0.000000	0.000000	1.115603	-364.297225
130 	51.417421	0.000000	5.982804	-95.394464	0.000000	-2.437860	-5.394647	-30.903870	-44.720217	-5.229077	0.000000	-224.234287	0.000000	0.000000	0.000000	1.109129	-349.805068
140 	53.006109	0.000000	4.209442	-96.687178	0.000000	-2.187757	-5.445040	-31.606710	-44.931456	-6.089383	0.000000	-234.870439	0.000000	0.000000	0.000000	1.108486	-363.493927
150 	34.572612	0.000000	6.322053	-96.017718	0.000000	-2.057747	-5.580174	-32.063481	-45.054983	-5.198495	0.000000	-237.689352	0.000000	0.000000	0.000000	1.108345	-381.658939
160 	42.821500	0.000000	8.099776	-96.651569	0.000000	-2.406858	-5.617912	-32.247530	-45.202475	-5.490101	0.000000	-243.784361	0.000000	0.000000	0.000000	1.099398	-379.380132
170 	37.718912	0.000000	7.812219	-97.430772	0.000000	-2.511403	-5.536281	-32.300465	-45.450500	-5.641149	0.000000	-247.569175	0.000000	0.000000	0.000000	1.085703	-389.822912
180 	36.295838	0.000000	8.833694	-98.711922	0.000000	-2.482472	-5.569886	-32.355889	-45.558497	-6.073108	0.000000	-248.718760	0.000000	0.000000	0.000000	1.083095	-393.257908
190 	46.851856	0.000000	5.870976	-97.784725	0.000000	-2.382918	-5.729775	-32.172763	-45.601015	-6.421979	0.000000	-249.809781	0.000000	0.000000	0.000000	1.088077	-386.092045
200 	30.622748	0.000000	6.139809	-96.279556	0.000000	-2.445977	-5.734498	-31.778542	-45.497065	-6.165117	0.000000	-247.923081	0.000000	0.000000	0.000000	1.094510	-397.966770
210 	36.560570	0.000000	9.193170	-96.381252	0.000000	-2.623726	-5.621655	-32.219047	-45.586063	-6.986205	0.000000	-247.152690	0.000000	0.000000	0.000000	1.090455	-389.726442
220 	36.650242	0.000000	4.351085	-96.262738	0.000000	-2.427411	-5.639969	-32.908819	-45.654446	-7.521368	0.000000	-253.126501	0.000000	0.000000	0.000000	1.088696	-401.451227
230 	40.454069	0.000000	6.242196	-95.799481	0.000000	-2.146186	-5.808058	-33.292852	-45.541302	-7.280980	0.000000	-250.183815	0.000000	0.000000	0.000000	1.091591	-392.264819
240 	39.942646	0.000000	10.304158	-96.390264	0.000000	-2.126527	-5.714035	-32.910402	-45.325823	-7.301635	0.000000	-257.176836	0.000000	0.000000	0.000000	1.095145	-395.603573
250 	30.747201	0.000000	9.695663	-96.180432	0.000000	-2.444831	-5.547634	-31.995581	-45.197455	-6.024796	0.000000	-252.005622	0.000000	0.000000	0.000000	1.088888	-397.864598
260 	32.168828	0.000000	6.955078	-96.928069	0.000000	-2.548040	-5.566814	-31.706096	-45.110819	-5.659096	0.000000	-258.952438	0.000000	0.000000	0.000000	1.081803	-406.265662
270 	34.152094	0.000000	7.796154	-97.708103	0.000000	-2.388882	-5.526889	-31.930471	-45.172890	-6.244567	0.000000	-251.325283	0.000000	0.000000	0.000000	1.083064	-397.265773
